,any_matriculacio_assig,id_alumne,id_enseny,id_assig,nota
125,2012,9,G1077,364296,7.8
126,2012,9,G1077,364300,9.0
127,2012,9,G1077,364302,7.1
128,2012,9,G1077,364304,9.0
129,2012,9,G1077,364306,8.1
130,2013,9,G1077,364314,7.5
131,2013,9,G1077,364322,8.8
132,2013,9,G1077,364328,8.0
133,2013,9,G1077,364307,9.0
134,2013,9,G1077,364312,7.6
135,2013,9,G1077,364297,8.9
136,2013,9,G1077,364305,8.0
137,2013,9,G1077,364311,0.0
138,2013,9,G1077,364303,0.0
139,2009,10,G1042,360134,2.8
140,2009,10,G1042,360142,6.3
141,2009,10,G1042,360139,0.0
142,2009,10,G1042,360138,3.7
143,2009,10,G1042,360135,0.0
144,2010,10,G1042,360134,0.0
145,2010,10,G1042,360135,0.0
146,2010,10,G1042,360136,0.0
147,2010,10,G1042,360138,1.6
148,2010,10,G1042,360139,0.0
149,2010,10,G1042,360140,0.0
172,2009,11,G1077,364299,6.7
173,2009,11,G1077,364301,4.0
174,2009,11,G1077,364288,5.6
175,2009,11,G1077,364293,4.7
176,2009,11,G1077,364298,6.6
177,2010,11,G1077,364302,6.5
178,2010,11,G1077,364293,6.2
179,2010,11,G1077,364300,7.0
180,2010,11,G1077,364301,5.1
181,2010,11,G1077,364303,5.0
182,2010,11,G1077,364297,6.7
183,2010,11,G1077,364305,5.2
184,2010,11,G1077,364295,0.0
185,2010,11,G1077,364296,3.9
186,2010,11,G1077,364304,7.0
187,2010,11,G1077,360022,7.5
188,2010,11,G1077,364307,0.0
189,2011,11,G1077,364307,6.6
190,2011,11,G1077,364295,8.7
191,2011,11,G1077,364296,7.8
192,2011,11,G1077,364309,4.0
193,2011,11,G1077,364310,6.2
194,2011,11,G1077,364311,9.0
195,2011,11,G1077,364313,8.0
196,2011,11,G1077,364314,7.0
197,2011,11,G1077,364315,7.4
198,2011,11,G1077,364322,8.5
199,2012,11,G1077,364312,0.0
200,2012,11,G1077,364308,7.4
201,2012,11,G1077,364316,6.9
202,2012,11,G1077,364318,8.7
203,2012,11,G1077,364321,8.0
204,2012,11,G1077,364323,6.5
205,2012,11,G1077,364325,7.6
206,2012,11,G1077,364326,9.0
207,2012,11,G1077,364328,4.0
208,2012,11,G1077,364309,5.5
209,2013,11,G1077,364312,5.7
210,2013,11,G1077,364317,0.0
211,2013,11,G1077,364317,9.0
212,2013,11,G1077,364328,6.0
214,2011,12,G1077,364290,0.0
215,2011,12,G1077,364292,5.3
216,2011,12,G1077,364293,0.0
217,2011,12,G1077,364298,5.0
218,2012,12,G1077,364291,0.0
219,2012,12,G1077,364290,0.0
220,2012,12,G1077,364293,0.0
221,2012,12,G1077,364294,2.7
222,2012,12,G1077,364304,8.5
223,2012,12,G1077,364289,0.0
224,2011,12,G1077,364299,6.0
225,2011,12,G1077,364288,6.0
237,2011,13,G1042,360136,8.8
238,2011,13,G1042,360138,9.5
239,2011,13,G1042,360139,10.0
240,2011,13,G1042,360161,7.5
241,2012,13,G1042,360155,0.0
242,2012,13,G1042,360144,7.9
243,2012,13,G1042,360145,8.3
244,2012,13,G1042,360148,5.4
245,2012,13,G1042,360150,10.0
246,2013,13,G1042,360152,9.0
247,2013,13,G1042,360151,7.1
248,2013,13,G1042,360618,7.3
249,2013,13,G1042,360146,7.3
250,2010,14,G1042,360135,0.0
251,2010,14,G1042,360134,0.0
252,2010,14,G1042,360138,9.3
253,2010,14,G1042,360140,8.6
254,2010,14,G1042,360141,7.6
255,2011,14,G1042,360136,1.7
256,2011,14,G1042,360135,0.0
257,2011,14,G1042,360137,0.0
258,2011,14,G1042,360142,4.0
259,2011,14,G1042,360134,0.0
260,2011,15,G1077,364288,5.0
261,2011,15,G1077,364289,0.0
262,2011,15,G1077,364290,8.4
263,2011,15,G1077,364291,8.4
264,2011,15,G1077,364292,8.6
265,2011,15,G1077,364293,8.1
266,2011,15,G1077,364294,5.2
267,2011,15,G1077,364298,6.7
268,2011,15,G1077,364299,7.5
269,2011,15,G1077,364301,6.0
270,2012,15,G1077,364296,8.3
271,2012,15,G1077,364297,5.9
272,2012,15,G1077,364300,9.0
273,2012,15,G1077,364302,8.0
274,2012,15,G1077,364303,6.0
275,2012,15,G1077,364304,10.0
276,2012,15,G1077,364306,7.5
277,2012,15,G1077,364307,7.7
278,2012,15,G1077,364295,9.6
279,2012,15,G1077,364289,10.0
280,2013,15,G1077,364305,7.5
281,2013,15,G1077,364308,8.6
282,2013,15,G1077,364310,10.0
283,2013,15,G1077,364314,8.0
284,2013,15,G1077,364311,7.1
285,2013,15,G1077,364315,7.9
286,2013,15,G1077,364322,7.2
287,2013,15,G1077,364323,6.5
288,2013,15,G1077,364328,6.2
289,2013,15,G1077,364312,8.0
302,2010,16,G1042,360141,5.0
303,2010,16,G1042,360145,7.5
304,2010,16,G1042,360146,6.0
305,2010,16,G1042,360151,8.4
306,2010,16,G1042,360150,7.8
307,2010,16,G1042,360139,9.0
308,2011,16,G1042,360147,5.0
309,2011,16,G1042,360152,7.0
310,2011,16,G1042,360155,5.9
311,2011,16,G1042,360158,6.0
312,2011,16,G1042,360161,7.7
313,2011,16,G1042,360148,5.7
314,2012,16,G1042,360157,7.2
315,2012,16,G1042,360156,10.0
316,2012,16,G1042,360160,9.2
317,2012,16,G1042,360162,8.0
318,2012,16,G1042,360163,0.0
319,2012,16,G1042,399131,7.5
320,2012,16,G1042,360149,6.5
321,2013,16,G1042,364304,8.5
322,2013,16,G1042,360163,6.4
323,2013,16,G1042,364298,7.9
324,2013,16,G1042,364303,6.5
325,2013,16,G1042,364314,6.7
326,2013,16,G1042,364300,7.1
327,2009,17,G1042,360140,0.0
328,2009,17,G1042,360139,0.0
329,2009,17,G1042,360138,0.0
330,2009,17,G1042,360135,0.0
331,2009,17,G1042,360134,0.0
337,2009,18,G1042,360136,3.9
338,2009,18,G1042,360135,0.0
339,2009,18,G1042,360140,4.4
340,2009,18,G1042,360139,0.0
341,2009,18,G1042,360138,5.3
342,2009,18,G1042,360137,0.0
343,2010,18,G1042,360144,0.0
344,2010,18,G1042,360150,7.6
345,2010,18,G1042,360135,1.8
346,2010,18,G1042,360136,5.5
347,2010,18,G1042,360137,5.0
348,2010,18,G1042,360139,4.7
349,2010,18,G1042,360140,6.1
350,2010,18,G1042,360141,3.5
351,2010,18,G1042,360143,3.5
352,2010,18,G1042,360148,0.0
353,2011,18,G1077,364293,0.0
354,2011,18,G1077,364289,0.0
355,2011,18,G1077,364290,0.0
356,2011,18,G1077,364292,0.0
357,2011,18,G1077,364294,0.0
358,2011,18,G1077,364298,0.5
359,2011,18,G1077,364299,0.0
360,2011,18,G1077,364301,0.0
361,2012,18,G1077,364298,2.2
362,2012,18,G1077,364299,0.0
363,2012,18,G1077,364301,0.0
364,2012,18,G1077,364305,0.0
365,2012,18,G1077,364293,0.0
366,2012,18,G1077,364297,0.0
367,2012,18,G1077,364289,0.0
368,2012,18,G1077,364290,0.0
369,2012,18,G1077,364292,6.0
370,2012,18,G1077,364294,0.0
381,2009,19,G1042,360138,9.2
382,2009,19,G1042,360142,9.3
383,2009,19,G1042,360141,6.0
384,2009,19,G1042,360139,6.0
385,2010,19,G1042,360155,6.0
386,2010,19,G1042,360146,5.5
387,2010,19,G1042,360148,7.0
388,2010,19,G1042,360150,7.7
389,2010,19,G1042,360151,6.0
390,2010,19,G1042,360153,7.0
391,2010,19,G1042,360161,6.6
392,2010,19,G1042,360152,5.0
393,2011,19,G1042,360154,6.6
394,2011,19,G1042,360156,6.7
395,2011,19,G1042,399101,5.3
396,2011,19,G1042,399102,7.2
397,2011,19,G1042,399103,5.2
398,2012,19,G1042,360162,6.6
399,2012,19,G1042,360147,8.0
400,2012,19,G1042,360149,5.0
401,2012,19,G1042,360157,7.0
402,2012,19,G1042,360158,5.1
403,2012,19,G1042,360160,6.9
404,2012,19,G1042,360163,6.3
405,2012,19,G1042,363031,7.0
406,2012,19,G1042,364204,9.3
407,2012,19,G1042,360159,7.8
408,2009,20,G1077,364290,0.0
409,2009,20,G1077,364299,0.0
410,2009,20,G1077,364298,4.0
411,2009,20,G1077,364294,0.0
412,2009,20,G1077,364288,0.0
413,2009,20,G1077,364289,0.0
414,2009,20,G1077,364293,0.0
415,2009,20,G1077,364292,2.6
416,2009,20,G1077,364291,0.0
417,2009,20,G1077,364301,0.0
422,2010,21,G1042,360143,5.8
423,2010,21,G1042,360141,2.7
424,2010,21,G1042,360140,5.4
425,2010,21,G1042,360142,5.3
426,2010,21,G1042,360138,7.1
427,2010,21,G1042,360139,5.0
428,2011,21,G1042,360150,2.7
429,2011,21,G1042,360151,0.0
430,2011,21,G1042,360152,0.0
431,2011,21,G1042,360153,2.9
432,2011,21,G1042,360155,1.3
433,2011,21,G1042,360158,0.0
434,2011,21,G1042,360161,0.0
435,2011,21,G1042,360144,1.5
436,2011,21,G1042,360148,0.0
437,2011,21,G1042,360145,5.1
438,2011,21,G1042,360141,6.5
439,2011,23,G1077,364294,10.0
440,2011,23,G1077,364288,7.0
441,2011,23,G1077,364289,0.0
442,2011,23,G1077,364290,6.7
443,2011,23,G1077,364291,0.0
444,2011,23,G1077,364293,3.7
445,2011,23,G1077,364298,5.7
446,2011,23,G1077,364299,0.0
447,2011,23,G1077,364301,6.0
448,2011,23,G1077,364292,7.4
449,2012,23,G1077,364302,8.9
450,2012,23,G1077,364305,7.7
451,2012,23,G1077,364306,0.0
452,2012,23,G1077,364307,7.6
453,2012,23,G1077,364297,7.3
454,2012,23,G1077,364295,0.0
455,2012,23,G1077,364299,5.0
456,2012,23,G1077,364289,0.0
457,2012,23,G1077,364291,8.5
458,2012,23,G1077,364293,7.7
459,2013,23,G1077,364322,0.0
460,2013,23,G1077,364315,0.0
461,2013,23,G1077,364328,0.0
462,2013,23,G1077,364289,7.4
463,2013,23,G1077,364295,7.7
464,2013,23,G1077,364296,3.1
465,2013,23,G1077,364300,0.0
466,2013,23,G1077,364303,7.4
467,2013,23,G1077,364304,0.0
468,2013,23,G1077,364306,0.0
482,2010,24,G1077,364301,7.4
483,2010,24,G1077,364293,3.1
484,2010,24,G1077,364289,6.5
485,2010,24,G1077,364298,6.4
486,2010,24,G1077,364299,4.7
487,2011,24,G1077,364293,6.0
488,2011,24,G1077,364295,9.8
489,2011,24,G1077,364299,1.4
490,2011,24,G1077,364297,2.7
491,2011,24,G1077,364300,5.0
492,2011,24,G1077,364302,1.1
493,2011,24,G1077,364303,2.2
494,2011,24,G1077,364304,8.0
495,2011,24,G1077,364305,0.7
496,2011,24,G1077,364306,6.5
497,2011,24,G1077,364307,2.6
498,2012,24,G1077,364305,3.4
499,2012,24,G1077,364296,5.2
500,2012,24,G1077,364297,4.5
501,2012,24,G1077,364299,5.2
502,2012,24,G1077,364303,6.0
503,2012,24,G1077,364307,2.6
504,2012,24,G1077,364302,0.0
505,2013,24,G1077,364297,6.5
506,2013,24,G1077,364302,1.4
507,2013,24,G1077,364305,5.0
509,2009,25,G1042,360141,0.0
510,2009,25,G1042,360142,7.0
511,2009,25,G1042,360140,0.0
512,2009,25,G1042,360139,0.0
513,2009,25,G1042,360138,5.5
514,2009,25,G1042,360137,6.1
515,2009,25,G1042,360136,7.7
516,2009,25,G1042,360135,0.0
517,2009,25,G1042,360143,5.1
518,2010,25,G1042,360135,3.4
519,2010,25,G1042,360139,5.0
520,2010,25,G1042,360140,5.2
521,2010,25,G1042,360141,0.0
522,2010,25,G1042,360150,6.0
523,2010,25,G1042,360144,4.3
524,2010,25,G1042,360153,0.4
525,2010,25,G1042,360161,5.9
526,2010,25,G1042,360145,0.0
527,2011,25,G1042,360148,0.0
528,2011,25,G1042,360135,0.0
529,2011,25,G1042,360141,0.0
530,2011,25,G1042,360145,2.9
531,2011,25,G1042,360151,0.0
532,2011,25,G1042,360153,0.0
533,2011,25,G1042,360144,6.5
539,2011,26,G1042,360139,0.0
546,2009,27,G1042,360141,0.0
547,2009,27,G1042,360139,0.0
548,2009,27,G1042,360138,8.9
549,2009,27,G1042,360142,9.3
550,2010,28,G1042,360140,7.7
551,2010,28,G1042,360134,0.0
552,2010,28,G1042,360135,0.0
553,2010,28,G1042,360136,3.9
554,2010,28,G1042,360137,0.0
555,2010,28,G1042,360139,0.0
556,2010,28,G1042,360141,4.4
557,2010,28,G1042,360142,0.0
558,2010,28,G1042,360143,0.0
559,2010,28,G1042,360138,3.3
560,2012,29,G1077,364298,6.5
561,2012,29,G1077,364288,5.0
562,2012,29,G1077,364289,8.7
563,2012,29,G1077,364290,2.0
564,2012,29,G1077,364291,6.9
565,2012,29,G1077,364292,10.0
566,2012,29,G1077,364293,4.1
567,2012,29,G1077,364299,1.3
568,2012,29,G1077,364294,7.9
569,2012,29,G1077,364301,0.4
570,2013,29,G1077,364300,0.0
571,2013,29,G1077,364290,0.0
572,2013,29,G1077,364293,0.0
573,2013,29,G1077,364296,0.0
574,2013,29,G1077,364299,0.0
575,2013,29,G1077,364301,0.0
576,2013,29,G1077,364302,0.0
577,2013,29,G1077,364303,0.0
578,2013,29,G1077,364305,0.0
579,2013,29,G1077,364297,0.0
583,2012,30,G1042,360136,0.0
584,2012,30,G1042,360137,0.0
585,2012,30,G1042,360141,3.7
586,2012,30,G1042,360142,0.0
587,2012,30,G1042,360143,6.0
588,2012,31,G1077,364288,0.0
589,2012,31,G1077,364290,0.0
590,2012,31,G1077,364291,0.0
591,2012,31,G1077,364292,6.7
592,2012,31,G1077,364293,0.0
593,2012,31,G1077,364294,0.0
594,2012,31,G1077,364298,2.6
595,2012,31,G1077,364299,0.0
596,2012,31,G1077,364301,0.0
597,2012,31,G1077,399003,0.0
598,2012,31,G1077,364309,6.0
599,2012,31,G1077,364289,6.0
600,2009,32,G1077,364288,0.0
601,2009,32,G1042,360139,0.0
602,2009,32,G1042,360138,0.0
603,2009,32,G1042,360136,0.0
604,2009,32,G1042,360135,0.0
605,2009,32,G1042,360134,0.0
606,2009,32,G1077,364290,0.0
607,2009,32,G1077,364299,0.0
608,2009,32,G1077,364294,0.0
609,2009,32,G1077,364298,2.0
612,2011,33,G1042,360139,5.5
613,2011,33,G1042,360138,6.2
614,2011,33,G1042,360134,4.3
615,2011,33,G1042,360135,6.5
616,2011,33,G1042,360136,3.4
617,2011,33,G1042,360137,6.8
618,2012,33,G1042,360140,5.0
619,2012,33,G1042,360141,6.1
620,2012,33,G1042,360143,6.0
621,2012,33,G1042,360134,9.0
622,2013,33,G1042,360146,0.0
623,2013,33,G1042,360151,0.0
624,2013,33,G1042,360161,0.0
625,2010,34,G1042,360140,7.9
626,2010,34,G1042,360141,6.7
627,2010,34,G1042,360142,5.3
628,2010,34,G1042,360143,6.6
629,2010,34,G1042,360137,8.5
630,2010,34,G1042,360139,8.3
631,2010,34,G1042,360138,6.1
632,2010,34,G1042,360134,5.0
633,2010,34,G1042,360135,5.8
634,2010,34,G1042,360136,5.8
635,2011,34,G1042,360145,6.1
636,2011,34,G1042,360146,5.8
637,2011,34,G1042,360148,6.2
638,2011,34,G1042,360150,8.1
639,2011,34,G1042,360151,3.3
640,2011,34,G1042,360152,7.8
641,2011,34,G1042,360153,4.4
642,2011,34,G1042,360155,0.0
643,2011,34,G1042,360161,6.8
644,2011,34,G1042,360144,5.4
645,2012,34,G1042,360158,5.7
646,2012,34,G1042,360147,5.0
647,2012,34,G1042,360151,8.2
648,2012,34,G1042,360155,6.6
649,2012,34,G1042,360159,7.4
650,2012,34,G1042,360153,6.6
651,2013,34,G1042,360156,5.3
652,2013,34,G1042,360162,5.6
653,2013,34,G1042,360163,5.3
654,2013,34,G1042,360154,2.4
655,2013,34,G1042,360157,6.5
656,2013,34,G1042,360149,5.0
657,2009,35,G1042,360134,7.8
658,2009,35,G1042,360135,9.3
659,2009,35,G1042,360139,5.0
660,2009,35,G1042,360142,9.1
661,2009,35,G1042,360138,7.7
662,2010,35,G1042,360136,8.2
663,2010,35,G1042,360137,8.3
664,2010,35,G1042,360141,6.8
665,2010,35,G1042,360140,7.0
666,2011,35,G1042,360143,8.0
667,2011,35,G1042,360151,1.0
668,2011,35,G1042,360150,8.0
669,2013,35,G1042,360152,0.0
670,2013,35,G1042,360162,5.7
671,2013,35,G1042,360163,0.0
672,2011,36,G1042,360134,6.0
673,2011,36,G1042,360135,7.2
674,2011,36,G1042,360136,5.9
675,2011,36,G1042,360137,7.1
676,2011,36,G1042,360138,8.6
681,2010,37,G1077,364292,0.0
682,2010,37,G1077,364293,0.0
683,2010,37,G1077,364289,0.0
684,2010,37,G1077,364288,0.0
685,2010,37,G1077,364298,0.0
686,2010,37,G1077,364301,0.0
687,2010,37,G1077,364299,0.0
688,2010,37,G1077,364290,0.0
689,2012,38,G1042,360135,0.0
690,2012,38,G1042,360136,5.3
691,2012,38,G1042,360137,0.0
692,2013,38,G1042,360138,0.0
693,2013,38,G1042,360134,0.0
694,2013,38,G1042,360137,7.0
695,2013,38,G1042,360139,0.0
696,2013,38,G1042,360135,0.0
697,2010,39,G1042,360138,1.6
698,2010,39,G1042,360139,0.0
699,2010,39,G1042,360140,0.0
700,2010,39,G1042,360141,0.0
701,2010,39,G1042,360142,0.0
702,2010,39,G1042,360143,0.0
703,2010,40,G1042,360137,6.1
704,2010,40,G1042,360134,2.7
705,2010,40,G1042,360136,3.9
706,2010,40,G1042,360138,6.0
707,2010,40,G1042,360139,3.8
708,2010,40,G1042,360140,5.6
709,2010,40,G1042,360141,0.0
710,2010,40,G1042,360142,5.5
711,2010,40,G1042,360143,0.0
712,2010,40,G1042,360135,2.7
713,2011,40,G1042,360150,6.9
714,2011,40,G1042,360134,7.6
715,2011,40,G1042,360135,5.0
716,2011,40,G1042,360136,6.3
717,2011,40,G1042,360139,6.3
718,2011,40,G1042,360141,5.8
719,2011,40,G1042,360151,0.0
720,2011,40,G1042,360143,6.0
721,2012,40,G1042,360151,0.3
722,2012,40,G1042,360144,2.3
723,2012,40,G1042,360145,0.0
724,2012,40,G1042,360146,3.2
725,2012,40,G1042,360152,0.0
726,2012,40,G1042,360148,4.0
727,2012,40,G1042,360153,5.8
728,2012,40,G1042,360155,2.2
729,2012,40,G1042,360161,7.0
730,2013,40,G1042,360155,5.4
731,2013,40,G1042,360159,0.0
732,2013,40,G1042,360144,5.1
733,2013,40,G1042,360145,3.3
734,2013,40,G1042,360146,5.5
735,2013,40,G1042,360148,5.6
736,2013,40,G1042,360151,5.7
737,2013,40,G1042,360152,0.0
738,2011,41,G1042,360134,3.5
739,2011,41,G1042,360135,0.0
740,2011,41,G1042,360136,3.6
741,2011,41,G1042,360137,7.7
742,2011,41,G1042,360138,6.0
743,2011,41,G1042,360139,0.0
744,2011,41,G1042,360140,0.0
745,2011,41,G1042,360141,0.0
746,2011,41,G1042,360142,5.0
747,2011,41,G1042,360143,2.5
748,2012,41,G1042,360134,7.5
749,2012,41,G1042,360135,3.2
750,2012,41,G1042,360136,7.3
751,2012,41,G1042,360139,6.0
752,2012,41,G1042,360143,6.0
753,2013,41,G1042,360140,4.0
754,2013,41,G1042,360141,0.0
755,2013,41,G1042,360144,0.0
756,2013,41,G1042,360145,0.0
757,2013,41,G1042,360135,0.0
758,2011,42,G1077,364291,5.5
759,2011,42,G1077,364290,6.8
760,2011,42,G1077,364292,9.4
761,2011,42,G1077,364293,5.8
762,2011,42,G1077,364294,5.0
763,2011,42,G1077,364298,7.1
764,2011,42,G1077,364307,3.0
765,2011,42,G1077,364289,6.5
766,2012,42,G1077,364297,5.7
767,2012,42,G1077,364296,6.9
768,2012,42,G1077,364300,7.5
769,2012,42,G1077,364302,6.2
770,2012,42,G1077,364303,5.0
771,2012,42,G1077,364304,7.0
772,2012,42,G1077,364305,5.4
773,2012,42,G1077,364306,7.4
774,2012,42,G1077,364307,6.4
775,2012,42,G1077,364295,6.5
776,2013,42,G1077,364323,5.8
777,2013,42,G1077,364308,6.5
778,2013,42,G1077,364310,7.7
779,2013,42,G1077,364312,7.3
780,2013,42,G1077,364322,4.0
781,2013,42,G1077,364328,4.0
782,2013,42,G1077,364315,7.3
783,2011,42,G1077,364288,6.0
784,2011,42,G1077,364299,6.0
785,2011,42,G1077,364301,6.0
786,2011,42,G1077,364309,6.0
787,2011,42,G1077,364311,6.0
797,2010,43,G1042,360150,7.8
798,2010,43,G1042,360139,5.0
799,2010,43,G1042,360145,4.0
800,2010,43,G1042,360151,6.2
801,2009,44,G1042,360142,0.0
802,2009,44,G1042,360141,0.0
803,2009,44,G1042,360140,0.0
804,2009,44,G1042,360139,0.0
805,2009,44,G1042,360138,0.0
806,2009,44,G1042,360137,0.0
807,2009,44,G1042,360136,0.0
808,2009,44,G1042,360135,0.0
809,2009,44,G1042,360134,0.0
810,2009,44,G1042,360143,0.0
811,2009,45,G1042,360135,0.0
812,2009,45,G1042,360143,0.0
813,2009,45,G1042,360142,0.0
814,2009,45,G1042,360141,0.0
815,2009,45,G1042,360140,0.0
816,2009,45,G1042,360139,0.0
817,2009,45,G1042,360138,0.0
818,2009,45,G1042,360137,0.0
819,2009,45,G1042,360136,0.0
820,2009,45,G1042,360134,0.0
822,2009,46,G1042,360134,7.3
823,2009,46,G1042,360139,0.0
824,2009,46,G1042,360138,7.6
825,2009,46,G1042,360137,0.0
826,2009,46,G1042,360135,7.4
827,2009,46,G1042,360136,7.7
828,2010,46,G1042,360137,5.6
829,2010,46,G1042,360139,6.0
830,2010,46,G1042,360140,5.3
831,2010,46,G1042,360141,5.0
832,2010,46,G1042,360143,0.0
833,2011,46,G1042,360145,0.0
834,2011,46,G1042,360153,7.5
835,2011,46,G1042,360146,5.5
836,2011,46,G1042,360143,8.5
837,2011,46,G1042,360144,5.4
838,2012,46,G1042,360155,3.3
839,2012,46,G1042,360148,7.5
840,2012,46,G1042,360145,5.4
841,2013,46,G1042,360150,7.1
842,2013,46,G1042,360151,5.5
843,2013,46,G1042,360152,0.0
844,2013,46,G1042,360155,3.9
862,2009,47,G1077,364298,7.4
863,2009,47,G1077,364288,5.2
864,2009,47,G1077,364293,5.0
865,2009,47,G1077,364292,5.7
866,2009,47,G1077,364291,5.3
867,2009,47,G1077,364299,0.0
868,2009,47,G1077,364301,5.0
869,2009,47,G1077,364290,7.1
870,2010,47,G1077,364299,6.6
871,2010,47,G1077,364302,3.3
872,2010,47,G1077,364300,5.1
873,2010,47,G1077,364303,1.8
874,2010,47,G1077,364297,6.1
875,2010,47,G1077,364305,5.0
876,2010,47,G1077,364295,3.5
877,2010,47,G1077,364296,7.2
878,2010,47,G1077,360022,6.3
879,2010,47,G1077,364307,0.0
880,2011,47,G1077,364295,3.6
881,2011,47,G1077,364302,6.4
882,2011,47,G1077,364303,5.0
883,2011,47,G1077,364304,8.0
884,2011,47,G1077,364307,5.0
885,2011,47,G1077,364309,7.5
886,2011,47,G1077,364311,5.3
887,2011,47,G1077,364314,5.0
888,2011,47,G1077,364322,5.0
889,2011,47,G1077,364328,0.0
890,2012,47,G1077,364308,5.9
891,2012,47,G1077,364310,5.0
892,2012,47,G1077,364312,0.0
893,2012,47,G1077,364313,5.9
894,2012,47,G1077,364315,6.7
895,2012,47,G1077,364316,6.9
896,2012,47,G1077,364323,5.3
897,2012,47,G1077,364328,0.0
898,2012,47,G1077,364324,6.1
899,2012,47,G1077,364295,5.9
900,2013,47,G1077,364312,5.6
901,2013,47,G1077,364317,4.0
902,2013,47,G1077,364325,9.0
903,2013,47,G1077,364320,5.3
904,2013,47,G1077,364326,6.0
905,2013,47,G1077,364328,5.0
906,2013,47,G1077,364321,7.1
911,2009,48,G1042,360142,5.5
912,2009,48,G1042,360141,4.1
913,2009,48,G1042,360140,5.8
